CTE, steer-value, p-term, i-term, d-term
-0.2618,-0.0904,-0.2618,622.0336,0.0312
-0.2316,-0.0915,-0.2316,621.8020,0.0302
-0.2023,-0.0928,-0.2023,621.5997,0.0293
-0.2023,-0.0429,-0.2023,621.3974,0.0000
-0.1742,-0.0933,-0.1742,621.2232,0.0281
-0.1468,-0.0947,-0.1468,621.0764,0.0274
-0.1206,-0.0952,-0.1206,620.9558,0.0262
-0.0957,-0.0953,-0.0957,620.8601,0.0249
-0.0722,-0.0952,-0.0722,620.7879,0.0235
-0.0722,-0.0552,-0.0722,620.7157,0.0000
-0.0500,-0.0951,-0.0500,620.6657,0.0222
-0.0290,-0.0950,-0.0290,620.6367,0.0210
-0.0095,-0.0943,-0.0095,620.6272,0.0195
0.0085,-0.0935,0.0085,620.6357,0.0180
0.0249,-0.0923,0.0249,620.6606,0.0164
0.0249,-0.0644,0.0249,620.6855,0.0000
0.0396,-0.0908,0.0396,620.7251,0.0147
0.0529,-0.0897,0.0529,620.7780,0.0133
0.0645,-0.0879,0.0645,620.8425,0.0116
0.0744,-0.0860,0.0744,620.9169,0.0099
0.0826,-0.0839,0.0826,620.9995,0.0082
0.0890,-0.0814,0.0890,621.0885,0.0064
0.0890,-0.0706,0.0890,621.1775,0.0000
0.0965,-0.0840,0.0965,621.2740,0.0075
0.0965,-0.0713,0.0965,621.3705,0.0000
0.0975,-0.0731,0.0975,621.4680,0.0010
0.0968,-0.0702,0.0968,621.5648,-0.0007
0.0943,-0.0669,0.0943,621.6591,-0.0025
0.0900,-0.0634,0.0900,621.7491,-0.0043
0.0839,-0.0598,0.0839,621.8330,-0.0061
0.0761,-0.0562,0.0761,621.9091,-0.0078
0.0554,-0.0323,0.0554,621.9645,-0.0207
0.0425,-0.0443,0.0425,622.0070,-0.0129
0.0281,-0.0404,0.0281,622.0351,-0.0144
0.0121,-0.0362,0.0121,622.0472,-0.0160
-0.0054,-0.0319,-0.0054,622.0418,-0.0175
-0.0446,0.0087,-0.0446,621.9972,-0.0392
-0.0664,-0.0188,-0.0664,621.9308,-0.0218
-0.0891,-0.0151,-0.0891,621.8417,-0.0227
-0.1131,-0.0106,-0.1131,621.7286,-0.0240
-0.1381,-0.0065,-0.1381,621.5905,-0.0250
-0.1641,-0.0024,-0.1641,621.4264,-0.0260
-0.1910,0.0018,-0.1910,621.2354,-0.0269
-0.2187,0.0058,-0.2187,621.0167,-0.0277
-0.2472,0.0099,-0.2472,620.7695,-0.0285
-0.2764,0.0138,-0.2764,620.4931,-0.0292
-0.3362,0.0716,-0.3362,620.1569,-0.0598
-0.3668,0.0249,-0.3668,619.7901,-0.0306
-0.3971,0.0273,-0.3971,619.3930,-0.0303
-0.4271,0.0297,-0.4271,618.9659,-0.0300
-0.4569,0.0322,-0.4569,618.5090,-0.0298
-0.4569,-0.0184,-0.4569,618.0521,0.0000
-0.5159,0.0876,-0.5159,617.5362,-0.0590
-0.5454,0.0403,-0.5454,616.9908,-0.0295
-0.5741,0.0417,-0.5741,616.4167,-0.0287
-0.6020,0.0430,-0.6020,615.8147,-0.0279
-0.6551,0.0910,-0.6551,615.1596,-0.0531
-0.6803,0.0460,-0.6803,614.4793,-0.0252
-0.7044,0.0465,-0.7044,613.7749,-0.0241
-0.7275,0.0471,-0.7275,613.0474,-0.0231
-0.7494,0.0472,-0.7494,612.2980,-0.0219
-0.7912,0.0851,-0.7912,611.5068,-0.0418
-0.8093,0.0466,-0.8093,610.6975,-0.0181
-0.8210,0.0369,-0.8210,609.8765,-0.0117
-0.8334,0.0393,-0.8334,609.0431,-0.0124
-0.8532,0.0539,-0.8532,608.1899,-0.0198
-0.8610,0.0343,-0.8610,607.3289,-0.0078
-0.8671,0.0321,-0.8671,606.4618,-0.0061
-0.8718,0.0303,-0.8718,605.5900,-0.0047
-0.8766,0.0310,-0.8766,604.7134,-0.0048
-0.8768,0.0233,-0.8768,603.8366,-0.0002
-0.8753,0.0203,-0.8753,602.9613,0.0015
-0.8679,0.0097,-0.8679,602.0934,0.0074
-0.8618,0.0114,-0.8618,601.2316,0.0061
-0.8544,0.0086,-0.8544,600.3772,0.0074
-0.8351,-0.0134,-0.8351,599.5421,0.0193
-0.8233,-0.0017,-0.8233,598.7188,0.0118
-0.8103,-0.0049,-0.8103,597.9085,0.0130
-0.7960,-0.0084,-0.7960,597.1125,0.0143
-0.7805,-0.0118,-0.7805,596.3320,0.0155
-0.7459,-0.0475,-0.7459,595.5861,0.0346
-0.7269,-0.0227,-0.7269,594.8592,0.0190
-0.6868,-0.0623,-0.6868,594.1724,0.0401
-0.6657,-0.0320,-0.6657,593.5067,0.0211
-0.6224,-0.0738,-0.6224,592.8843,0.0433
-0.6003,-0.0398,-0.6003,592.2840,0.0221
-0.5782,-0.0418,-0.5782,591.7058,0.0221
-0.5560,-0.0440,-0.5560,591.1498,0.0222
-0.5336,-0.0464,-0.5336,590.6162,0.0224
-0.4885,-0.0893,-0.4885,590.1277,0.0451
-0.4433,-0.0937,-0.4433,589.6844,0.0452
-0.4211,-0.0567,-0.4211,589.2633,0.0222
-0.3997,-0.0573,-0.3997,588.8636,0.0214
-0.3788,-0.0584,-0.3788,588.4848,0.0209
-0.3384,-0.0953,-0.3384,588.1464,0.0404
-0.3188,-0.0618,-0.3188,587.8276,0.0196
-0.3001,-0.0620,-0.3001,587.5275,0.0187
-0.2822,-0.0623,-0.2822,587.2453,0.0179
-0.2649,-0.0629,-0.2649,586.9804,0.0173
-0.2327,-0.0913,-0.2327,586.7477,0.0322
-0.2327,-0.0365,-0.2327,586.5150,0.0000
-0.2046,-0.0870,-0.2046,586.3104,0.0281
-0.1930,-0.0600,-0.1930,586.1174,0.0116
-0.1999,-0.0279,-0.1999,585.9175,-0.0069
-0.2678,0.0823,-0.2678,585.6497,-0.0679
-0.2219,-0.1155,-0.2219,585.4278,0.0459
-0.3439,0.1816,-0.3439,585.0839,-0.1220
-0.4062,0.0860,-0.4062,584.6777,-0.0623
-0.4670,0.0893,-0.4670,584.2107,-0.0608
-0.5267,0.0932,-0.5267,583.6840,-0.0597
-0.5853,0.0969,-0.5853,583.0987,-0.0586
-0.6978,0.1993,-0.6978,582.4009,-0.1125
-0.7521,0.1056,-0.7521,581.6488,-0.0543
-0.8042,0.1069,-0.8042,580.8446,-0.0521
-0.9022,0.1943,-0.9022,579.9424,-0.0980
-0.9478,0.1097,-0.9478,578.9946,-0.0456
-0.9907,0.1092,-0.9907,578.0039,-0.0429
-1.0311,0.1089,-1.0311,576.9728,-0.0404
-1.1044,0.1719,-1.1044,575.8684,-0.0733
-1.1374,0.1067,-1.1374,574.7310,-0.0330
-1.1340,0.0446,-1.1340,573.5970,0.0034
-1.2591,0.2751,-1.2591,572.3379,-0.1251
-1.3718,0.2648,-1.3718,570.9661,-0.1127
-1.4863,0.2789,-1.4863,569.4798,-0.1145
-1.7003,0.4686,-1.7003,567.7795,-0.2140
-1.7995,0.2830,-1.7995,565.9800,-0.0992
-1.8922,0.2809,-1.8922,564.0878,-0.0927
-2.0607,0.4260,-2.0607,562.0271,-0.1685
-2.1360,0.2749,-2.1360,559.8911,-0.0753
-2.2047,0.2705,-2.2047,557.6864,-0.0687
-2.2622,0.2571,-2.2622,555.4242,-0.0575
-2.3259,0.2739,-2.3259,553.0983,-0.0637
-2.4330,0.3581,-2.4330,550.6653,-0.1071
-2.4791,0.2591,-2.4791,548.1862,-0.0461
-2.5528,0.3132,-2.5528,545.6334,-0.0737
-2.5808,0.2385,-2.5808,543.0526,-0.0280
-2.6028,0.2306,-2.6028,540.4498,-0.0220
-2.6195,0.2235,-2.6195,537.8303,-0.0167
-2.6310,0.2160,-2.6310,535.1993,-0.0115
-2.6374,0.2082,-2.6374,532.5619,-0.0064
-2.6391,0.2006,-2.6391,529.9228,-0.0017
-2.6359,0.1922,-2.6359,527.2869,0.0032
-2.6280,0.1838,-2.6280,524.6589,0.0079
-2.5983,0.1441,-2.5983,522.0606,0.0297
-2.5765,0.1558,-2.5765,519.4841,0.0218
-2.5363,0.1209,-2.5363,516.9478,0.0402
-2.4377,0.0125,-2.4377,514.5101,0.0986
-2.5604,0.4006,-2.5604,511.9497,-0.1227
-2.6153,0.2909,-2.6153,509.3344,-0.0549
-2.7557,0.4498,-2.7557,506.5787,-0.1404
-2.8206,0.3279,-2.8206,503.7581,-0.0649
-2.8785,0.3218,-2.8785,500.8796,-0.0579
-2.9758,0.3983,-2.9758,497.9038,-0.0973
-3.0151,0.3038,-3.0151,494.8887,-0.0393
-3.0482,0.2967,-3.0482,491.8405,-0.0331
-3.0757,0.2901,-3.0757,488.7648,-0.0275
-3.1013,0.2896,-3.1013,485.6635,-0.0256
-3.1211,0.2819,-3.1211,482.5424,-0.0198
-3.1354,0.2742,-3.1354,479.4070,-0.0143
-3.1443,0.2662,-3.1443,476.2627,-0.0089
-3.1479,0.2579,-3.1479,473.1148,-0.0036
-3.1390,0.2361,-3.1390,469.9758,0.0089
-3.1264,0.2289,-3.1264,466.8494,0.0126
-3.0853,0.1769,-3.0853,463.7641,0.0411
-3.0899,0.2553,-3.0899,460.6742,-0.0046
-2.9689,0.0306,-2.9689,457.7053,0.1210
-3.1212,0.5100,-3.1212,454.5841,-0.1523
-3.1551,0.3122,-3.1551,451.4290,-0.0339
-3.2619,0.4466,-3.2619,448.1671,-0.1068
-3.3189,0.3677,-3.3189,444.8482,-0.0570
-3.3686,0.3604,-3.3686,441.4796,-0.0497
-3.4488,0.4202,-3.4488,438.0308,-0.0802
-3.5039,0.3831,-3.5039,434.5269,-0.0551
-3.5338,0.3434,-3.5338,430.9931,-0.0299
-3.5395,0.3032,-3.5395,427.4536,-0.0057
-3.5395,0.2939,-3.5395,423.9141,0.0000
-3.5343,0.2849,-3.5343,420.3798,0.0052
-3.5238,0.2752,-3.5238,416.8560,0.0105
-3.4875,0.2283,-3.4875,413.3685,0.0363
-3.4617,0.2440,-3.4617,409.9068,0.0258
-3.4310,0.2331,-3.4310,406.4758,0.0307
-3.3955,0.2219,-3.3955,403.0803,0.0355
-3.3550,0.2099,-3.3550,399.7253,0.0405
-3.3099,0.1981,-3.3099,396.4154,0.0451
-3.2601,0.1857,-3.2601,393.1553,0.0498
-3.2063,0.1741,-3.2063,389.9490,0.0538
-3.1820,0.2223,-3.1820,386.7670,0.0243
-3.1362,0.1817,-3.1362,383.6308,0.0458
-3.1423,0.2708,-3.1423,380.4885,-0.0061
-3.1332,0.2444,-3.1332,377.3553,0.0091
-3.1560,0.3012,-3.1560,374.1993,-0.0228
-3.1775,0.3013,-3.1775,371.0218,-0.0215
-3.1939,0.2945,-3.1939,367.8279,-0.0164
-3.2050,0.2869,-3.2050,364.6229,-0.0111
-3.2050,0.2683,-3.2050,361.4179,0.0000
-3.2115,0.2803,-3.2115,358.2064,-0.0065
-3.1973,0.2441,-3.1973,355.0091,0.0142
-3.1821,0.2413,-3.1821,351.8270,0.0152
-3.1363,0.1852,-3.1363,348.6907,0.0458
-3.1057,0.2085,-3.1057,345.5850,0.0306
-3.0300,0.1249,-3.0300,342.5550,0.0757
-2.9848,0.1728,-2.9848,339.5702,0.0452
-2.9353,0.1610,-2.9353,336.6349,0.0495
-2.8812,0.1484,-2.8812,333.7537,0.0541
-2.8225,0.1353,-2.8225,330.9312,0.0587
-2.6919,0.0009,-2.6919,328.2393,0.1306
-2.6200,0.0941,-2.6200,325.6193,0.0719
-2.5450,0.0820,-2.5450,323.0743,0.0750
-2.4662,0.0683,-2.4662,320.6081,0.0788
-2.2975,-0.1004,-2.2975,318.3106,0.1687
-2.2085,0.0269,-2.2085,316.1021,0.0890
-2.0691,-0.0718,-2.0691,314.0330,0.1394
-2.0059,0.0519,-2.0059,312.0271,0.0632
-1.9114,-0.0101,-1.9114,310.1157,0.0945
-1.8085,-0.0340,-1.8085,308.3072,0.1029
-1.6978,-0.0576,-1.6978,306.6094,0.1107
-1.5809,-0.0790,-1.5809,305.0285,0.1169
-1.4593,-0.0984,-1.4593,303.5692,0.1216
-1.3972,-0.0031,-1.3972,302.1720,0.0621
-1.2716,-0.1228,-1.2716,300.9004,0.1256
-1.2076,-0.0240,-1.2076,299.6928,0.0640
-1.0798,-0.1445,-1.0798,298.6130,0.1278
-1.0155,-0.0426,-1.0155,297.5975,0.0643
-0.8886,-0.1610,-0.8886,296.7089,0.1269
-0.8256,-0.0583,-0.8256,295.8833,0.0630
-0.7680,-0.0545,-0.7680,295.1153,0.0576
-0.7290,-0.0265,-0.7290,294.3863,0.0390
-0.6966,-0.0183,-0.6966,293.6897,0.0324
-0.6842,0.0146,-0.6842,293.0055,0.0124
-0.6721,0.0140,-0.6721,292.3334,0.0121
-0.6600,0.0130,-0.6600,291.6734,0.0121
-0.6359,-0.0097,-0.6359,291.0375,0.0241
-0.6237,0.0095,-0.6237,290.4138,0.0122
-0.6116,0.0086,-0.6116,289.8022,0.0121
-0.5995,0.0075,-0.5995,289.2027,0.0121
-0.5747,-0.0164,-0.5747,288.6280,0.0248
-0.5621,0.0032,-0.5621,288.0659,0.0126
-0.5368,-0.0208,-0.5368,287.5291,0.0253
-0.5240,-0.0007,-0.5240,287.0051,0.0128
-0.5111,-0.0020,-0.5111,286.4940,0.0129
-0.4981,-0.0034,-0.4981,285.9959,0.0130
-0.4850,-0.0047,-0.4850,285.5109,0.0131
-0.4773,0.0038,-0.4773,285.0336,0.0077
-0.4761,0.0147,-0.4761,284.5575,0.0012
-0.4855,0.0337,-0.4855,284.0720,-0.0094
-0.4960,0.0366,-0.4960,283.5760,-0.0105
-0.5156,0.0540,-0.5156,283.0604,-0.0196
-0.5327,0.0514,-0.5327,282.5277,-0.0171
-0.5401,0.0357,-0.5401,281.9876,-0.0074
-0.5465,0.0347,-0.5465,281.4411,-0.0064
-0.5520,0.0337,-0.5520,280.8891,-0.0055
-0.5567,0.0328,-0.5567,280.3324,-0.0047
-0.5631,0.0364,-0.5631,279.7693,-0.0064
-0.5648,0.0286,-0.5648,279.2045,-0.0017
-0.5654,0.0269,-0.5654,278.6391,-0.0006
-0.5634,0.0223,-0.5634,278.0757,0.0020
-0.5569,0.0141,-0.5569,277.5188,0.0065
-0.5459,0.0055,-0.5459,276.9729,0.0110
-0.5388,0.0115,-0.5388,276.4341,0.0071
-0.5306,0.0089,-0.5306,275.9035,0.0082
-0.5109,-0.0125,-0.5109,275.3926,0.0197
-0.4994,0.0004,-0.4994,274.8932,0.0115
-0.4870,-0.0023,-0.4870,274.4062,0.0124
-0.4737,-0.0050,-0.4737,273.9325,0.0133
-0.4593,-0.0082,-0.4593,273.4732,0.0144
-0.4441,-0.0110,-0.4441,273.0291,0.0152
-0.4280,-0.0140,-0.4280,272.6011,0.0161
-0.4280,0.0134,-0.4280,272.1731,0.0000
-0.4110,-0.0170,-0.4110,271.7621,0.0170
-0.3930,-0.0204,-0.3930,271.3691,0.0180
-0.3743,-0.0233,-0.3743,270.9948,0.0187
-0.3548,-0.0265,-0.3548,270.6400,0.0195
-0.3347,-0.0294,-0.3347,270.3053,0.0201
-0.3140,-0.0324,-0.3140,269.9913,0.0207
-0.2940,-0.0330,-0.2940,269.6973,0.0200
-0.2744,-0.0342,-0.2744,269.4229,0.0196
-0.2555,-0.0348,-0.2555,269.1674,0.0189
-0.2370,-0.0358,-0.2370,268.9304,0.0185
-0.2181,-0.0383,-0.2181,268.7123,0.0189
-0.1990,-0.0404,-0.1990,268.5133,0.0191
-0.1602,-0.0776,-0.1602,268.3531,0.0388
-0.1210,-0.0820,-0.1210,268.2321,0.0392
-0.1016,-0.0501,-0.1016,268.1305,0.0194
-0.0827,-0.0511,-0.0827,268.0478,0.0189
-0.0641,-0.0523,-0.0641,267.9837,0.0186
-0.0278,-0.0859,-0.0278,267.9559,0.0363
-0.0103,-0.0556,-0.0103,267.9456,0.0175
0.0066,-0.0562,0.0066,267.9522,0.0169
0.0383,-0.0843,0.0383,267.9905,0.0317
0.0533,-0.0574,0.0533,268.0438,0.0150
0.0804,-0.0805,0.0804,268.1242,0.0271
0.1040,-0.0768,0.1040,268.2282,0.0236
0.1142,-0.0550,0.1142,268.3424,0.0102
0.1315,-0.0687,0.1315,268.4739,0.0173
0.1385,-0.0519,0.1385,268.6124,0.0070
0.1490,-0.0589,0.1490,268.7614,0.0105
0.1550,-0.0518,0.1550,268.9164,0.0060
0.1562,-0.0438,0.1562,269.0726,0.0012
0.1572,-0.0436,0.1572,269.2298,0.0010
0.1954,-0.1104,0.1954,269.4252,0.0382
0.2437,-0.1322,0.2437,269.6689,0.0483
0.2850,-0.1243,0.2850,269.9539,0.0413
0.3185,-0.1142,0.3185,270.2724,0.0335
0.3321,-0.0817,0.3321,270.6045,0.0136
0.3436,-0.0793,0.3436,270.9481,0.0115
0.3534,-0.0774,0.3534,271.3015,0.0098
0.3613,-0.0749,0.3613,271.6628,0.0079
0.3674,-0.0725,0.3674,272.0302,0.0061
0.3718,-0.0700,0.3718,272.4020,0.0044
0.3746,-0.0676,0.3746,272.7766,0.0028
0.3757,-0.0649,0.3757,273.1523,0.0011
0.3729,-0.0580,0.3729,273.5252,-0.0028
0.3690,-0.0558,0.3690,273.8942,-0.0039
0.3635,-0.0526,0.3635,274.2577,-0.0055
0.3564,-0.0492,0.3564,274.6141,-0.0071
0.3375,-0.0274,0.3375,274.9516,-0.0189
0.3258,-0.0386,0.3258,275.2774,-0.0117
0.2982,-0.0090,0.2982,275.5756,-0.0276
0.2824,-0.0276,0.2824,275.8580,-0.0158
0.2475,0.0082,0.2475,276.1055,-0.0349
0.2284,-0.0169,0.2284,276.3339,-0.0191
0.1877,0.0237,0.1877,276.5216,-0.0407
0.1661,-0.0067,0.1661,276.6877,-0.0216
0.1214,0.0368,0.1214,276.8091,-0.0447
0.0982,0.0024,0.0982,276.9073,-0.0232
0.0515,0.0468,0.0515,276.9588,-0.0467
0.0278,0.0100,0.0278,276.9866,-0.0237
-0.0189,0.0535,-0.0189,276.9677,-0.0467
-0.0420,0.0156,-0.0420,276.9257,-0.0231
-0.0647,0.0171,-0.0647,276.8610,-0.0227
-0.0871,0.0187,-0.0871,276.7739,-0.0224
-0.1092,0.0203,-0.1092,276.6647,-0.0221
-0.1309,0.0217,-0.1309,276.5338,-0.0217
-0.1523,0.0232,-0.1523,276.3815,-0.0214
-0.1731,0.0242,-0.1731,276.2084,-0.0208
-0.1933,0.0251,-0.1933,276.0151,-0.0202
-0.2130,0.0261,-0.2130,275.8021,-0.0197
-0.2502,0.0595,-0.2502,275.5519,-0.0372
-0.2677,0.0277,-0.2677,275.2842,-0.0175
-0.2842,0.0275,-0.2842,275.0000,-0.0165
-0.3136,0.0523,-0.3136,274.6864,-0.0294
-0.2587,-0.0962,-0.2587,274.4277,0.0549
-0.1228,-0.2468,-0.1228,274.3049,0.1359
0.0150,-0.2631,0.0150,274.3199,0.1378
0.1469,-0.2656,0.1469,274.4668,0.1319
0.2093,-0.1534,0.2093,274.6761,0.0624
0.2688,-0.1542,0.2688,274.9449,0.0595
0.3811,-0.2546,0.3811,275.3260,0.1123
0.4836,-0.2478,0.4836,275.8096,0.1025
0.5302,-0.1572,0.5302,276.3398,0.0466
0.5734,-0.1556,0.5734,276.9132,0.0432
0.6136,-0.1544,0.6136,277.5268,0.0402
0.6850,-0.2143,0.6850,278.2118,0.0714
0.7161,-0.1488,0.7161,278.9279,0.0311
0.7439,-0.1459,0.7439,279.6718,0.0278
0.7687,-0.1432,0.7687,280.4405,0.0248
0.8093,-0.1740,0.8093,281.2498,0.0406
0.8252,-0.1336,0.8252,282.0750,0.0159
0.8381,-0.1298,0.8381,282.9131,0.0129
0.9143,-0.2448,0.9143,283.8274,0.0762
0.9819,-0.2367,0.9819,284.8093,0.0676
1.0622,-0.2660,1.0622,285.8715,0.0803
1.1430,-0.2746,1.1430,287.0145,0.0808
1.2189,-0.2736,1.2189,288.2334,0.0759
1.2900,-0.2724,1.2900,289.5234,0.0711
1.3562,-0.2705,1.3562,290.8796,0.0662
1.4175,-0.2681,1.4175,292.2971,0.0613
1.4738,-0.2651,1.4738,293.7709,0.0563
1.5716,-0.3451,1.5716,295.3425,0.0978
1.6131,-0.2535,1.6131,296.9556,0.0415
1.6490,-0.2475,1.6490,298.6046,0.0359
1.7066,-0.2901,1.7066,300.3112,0.0576
1.7283,-0.2313,1.7283,302.0395,0.0217
1.7576,-0.2472,1.7576,303.7971,0.0293
1.7656,-0.2119,1.7656,305.5627,0.0080
1.7679,-0.2026,1.7679,307.3306,0.0023
1.7625,-0.1892,1.7625,309.0931,-0.0054
1.7528,-0.1811,1.7528,310.8459,-0.0097
1.7389,-0.1728,1.7389,312.5848,-0.0139
1.7208,-0.1641,1.7208,314.3056,-0.0181
1.6987,-0.1554,1.6987,316.0043,-0.0221
1.6423,-0.0919,1.6423,317.6466,-0.0564
1.5699,-0.0580,1.5699,319.2165,-0.0724
1.5283,-0.1065,1.5283,320.7448,-0.0416
1.4836,-0.0972,1.4836,322.2284,-0.0447
1.3839,0.0057,1.3839,323.6123,-0.0997
1.2711,0.0385,1.2711,324.8834,-0.1128
1.2108,-0.0451,1.2108,326.0942,-0.0603
1.1485,-0.0359,1.1485,327.2427,-0.0623
1.0167,0.0946,1.0167,328.2594,-0.1318
0.9491,-0.0082,0.9491,329.2085,-0.0676
0.9202,-0.0713,0.9202,330.1287,-0.0289
0.9237,-0.1268,0.9237,331.0524,0.0035
1.0211,-0.2958,1.0211,332.0735,0.0974
1.1172,-0.3028,1.1172,333.1907,0.0961
1.3484,-0.5546,1.3484,334.5391,0.2312
1.4576,-0.3577,1.4576,335.9967,0.1092
1.6577,-0.5314,1.6577,337.6544,0.2001
1.7489,-0.3551,1.7489,339.4033,0.0912
1.8332,-0.3516,1.8332,341.2365,0.0843
1.9841,-0.4793,1.9841,343.2206,0.1509
2.0503,-0.3418,2.0503,345.2709,0.0662
2.1623,-0.4306,2.1623,347.4332,0.1120
2.2089,-0.3240,2.2089,349.6421,0.0466
2.2826,-0.3773,2.2826,351.9247,0.0737
2.3105,-0.3024,2.3105,354.2352,0.0279
2.3487,-0.3237,2.3487,356.5839,0.0382
2.3596,-0.2786,2.3596,358.9435,0.0109
2.3653,-0.2705,2.3653,361.3088,0.0057
2.3622,-0.2555,2.3622,363.6710,-0.0031
2.3537,-0.2458,2.3537,366.0247,-0.0085
2.3229,-0.2052,2.3229,368.3476,-0.0308
2.3007,-0.2179,2.3007,370.6483,-0.0222
2.2743,-0.2085,2.2743,372.9226,-0.0264
2.2087,-0.1358,2.2087,375.1313,-0.0656
2.1266,-0.1002,2.1266,377.2579,-0.0821
2.0801,-0.1565,2.0801,379.3380,-0.0465
2.0303,-0.1464,2.0303,381.3683,-0.0498
1.9769,-0.1354,1.9769,383.3452,-0.0534
1.9199,-0.1240,1.9199,385.2651,-0.0570
1.7957,0.0018,1.7957,387.0608,-0.1242
1.7286,-0.0890,1.7286,388.7894,-0.0671
1.6615,-0.0828,1.6615,390.4509,-0.0671
1.5184,0.0598,1.5184,391.9693,-0.1431
1.3638,0.0939,1.3638,393.3331,-0.1546
1.2017,0.1220,1.2017,394.5348,-0.1621
1.0355,0.1446,1.0355,395.5703,-0.1662
0.9515,0.0128,0.9515,396.5218,-0.0840
0.7838,0.1709,0.7838,397.3056,-0.1677
0.7175,0.0047,0.7175,398.0231,-0.0663
0.6876,-0.0544,0.6876,398.7107,-0.0299
0.6760,-0.0844,0.6760,399.3867,-0.0116
0.7155,-0.1751,0.7155,400.1022,0.0395
0.8626,-0.3721,0.8626,400.9648,0.1471
0.9740,-0.3221,0.9740,401.9388,0.1114
1.0832,-0.3288,1.0832,403.0220,0.1092
1.2895,-0.5136,1.2895,404.3115,0.2063
1.3862,-0.3366,1.3862,405.6977,0.0967
1.4777,-0.3366,1.4777,407.1754,0.0915
1.5645,-0.3371,1.5645,408.7399,0.0868
1.6465,-0.3369,1.6465,410.3864,0.0820
1.7232,-0.3353,1.7232,412.1096,0.0767
1.7957,-0.3352,1.7957,413.9053,0.0725
1.8639,-0.3346,1.8639,415.7692,0.0682
1.9874,-0.4405,1.9874,417.7566,0.1235
2.0423,-0.3293,2.0423,419.7989,0.0549
2.0917,-0.3249,2.0917,421.8906,0.0494
2.1360,-0.3206,2.1360,424.0266,0.0443
2.2089,-0.3764,2.2089,426.2355,0.0729
2.2627,-0.3493,2.2627,428.4982,0.0538
2.2821,-0.2929,2.2821,430.7803,0.0194
2.3056,-0.3023,2.3056,433.0859,0.0235
2.3100,-0.2705,2.3100,435.3959,0.0044
2.3095,-0.2623,2.3095,437.7054,-0.0005
2.2943,-0.2361,2.2943,439.9997,-0.0152
2.2796,-0.2358,2.2796,442.2793,-0.0147
2.2603,-0.2264,2.2603,444.5396,-0.0193
2.2363,-0.2163,2.2363,446.7759,-0.0240
2.2078,-0.2062,2.2078,448.9837,-0.0285
2.1747,-0.1954,2.1747,451.1584,-0.0331
2.1372,-0.1846,2.1372,453.2956,-0.0375
2.0492,-0.0906,2.0492,455.3448,-0.0880
1.9987,-0.1498,1.9987,457.3435,-0.0505
1.9446,-0.1387,1.9446,459.2881,-0.0541
1.8867,-0.1269,1.8867,461.1748,-0.0579
1.8249,-0.1146,1.8249,462.9997,-0.0618
1.6179,0.1517,1.6179,464.6176,-0.2070
1.4625,0.0786,1.4625,466.0801,-0.1554
1.3821,-0.0414,1.3821,467.4622,-0.0804
1.1328,0.2693,1.1328,468.5950,-0.2493
1.0467,-0.0000,1.0467,469.6417,-0.0861
0.9613,0.0068,0.9613,470.6030,-0.0854
0.8761,0.0145,0.8761,471.4791,-0.0852
0.7301,0.1316,0.7301,472.2092,-0.1460
0.7004,-0.0633,0.7004,472.9096,-0.0297
0.6438,-0.0123,0.6438,473.5534,-0.0566
0.6319,-0.0872,0.6319,474.1853,-0.0119
0.6278,-0.1002,0.6278,474.8131,-0.0041
0.6226,-0.0979,0.6226,475.4357,-0.0052
0.6163,-0.0954,0.6163,476.0520,-0.0063
0.5999,-0.0768,0.5999,476.6519,-0.0164
0.5899,-0.0868,0.5899,477.2418,-0.0100
0.5665,-0.0618,0.5665,477.8083,-0.0234
0.5530,-0.0774,0.5530,478.3613,-0.0135
0.5383,-0.0740,0.5383,478.8996,-0.0147
0.5055,-0.0402,0.5055,479.4051,-0.0328
0.4873,-0.0633,0.4873,479.8924,-0.0182
0.4680,-0.0597,0.4680,480.3604,-0.0193
0.4261,-0.0173,0.4261,480.7865,-0.0419
0.4035,-0.0480,0.4035,481.1900,-0.0226
0.3800,-0.0443,0.3800,481.5700,-0.0235
0.3555,-0.0403,0.3555,481.9255,-0.0245
0.3300,-0.0362,0.3300,482.2555,-0.0255
0.3036,-0.0322,0.3036,482.5591,-0.0264
0.2763,-0.0281,0.2763,482.8354,-0.0273
0.2481,-0.0239,0.2481,483.0835,-0.0282
0.2191,-0.0198,0.2191,483.3026,-0.0290
0.1893,-0.0157,0.1893,483.4919,-0.0298
0.1588,-0.0116,0.1588,483.6507,-0.0305
0.0976,0.0464,0.0976,483.7483,-0.0612
0.1179,-0.0941,0.1179,483.8662,0.0203
0.1247,-0.0718,0.1247,483.9909,0.0068
0.2192,-0.2299,0.2192,484.2101,0.0945
0.2192,-0.0693,0.2192,484.4293,0.0000
0.2752,-0.1698,0.2752,484.7045,0.0560
0.3297,-0.1725,0.3297,485.0342,0.0545
0.4314,-0.2624,0.4314,485.4656,0.1017
0.4786,-0.1743,0.4786,485.9442,0.0472
0.5641,-0.2476,0.5641,486.5083,0.0855
0.6024,-0.1710,0.6024,487.1107,0.0383
0.6688,-0.2252,0.6688,487.7795,0.0664
0.7234,-0.2104,0.7234,488.5029,0.0546
0.7464,-0.1589,0.7464,489.2493,0.0230
0.7829,-0.1854,0.7829,490.0322,0.0365
